kingdom,kingdomKey,speciesKey,image_count
Plantae,6,2774846,101
Plantae,6,2774395,3
Plantae,6,3661517,26
Plantae,6,3616952,11
Plantae,6,9627346,99
Plantae,6,4080035,6
Plantae,6,5349935,56
Plantae,6,2735935,97
Plantae,6,7627205,98
Plantae,6,3150814,75
Plantae,6,5401002,98
Plantae,6,2985082,100
Plantae,6,5290133,97
Plantae,6,2885828,101
Plantae,6,4934732,10
Plantae,6,2687843,14
Plantae,6,2706188,99
Plantae,6,5293599,1
Plantae,6,5387142,101
Plantae,6,2968466,2
Plantae,6,2968457,3
Plantae,6,2968703,10
Plantae,6,2940397,22
Plantae,6,2968408,14
Plantae,6,2903461,101
Plantae,6,7311442,72
Plantae,6,4261959,79
Plantae,6,7311236,10
Plantae,6,2874725,49
Plantae,6,2928755,98
Plantae,6,2928747,94
Plantae,6,2928751,101
Plantae,6,3034742,101
Plantae,6,7911152,100
Plantae,6,4204959,46
Plantae,6,4099305,53
Plantae,6,3180167,8
Plantae,6,3675567,90
Plantae,6,2956176,101
Plantae,6,3033833,101
Plantae,6,3923581,48
Plantae,6,5316701,35
Plantae,6,5402447,58
Plantae,6,8413198,96
Plantae,6,3125384,103
Plantae,6,5314663,4
Plantae,6,7300218,37
Plantae,6,2868332,1
Plantae,6,2868272,100
Plantae,6,5384031,99
Plantae,6,2653377,10
Plantae,6,7924597,96
Plantae,6,2687940,101
Plantae,6,2705362,15
Plantae,6,4147107,8
Plantae,6,2705394,13
Plantae,6,2705400,100
Plantae,6,3172936,101
Plantae,6,2815284,84
Plantae,6,3146717,101
Plantae,6,10855510,101
Plantae,6,2690666,23
Plantae,6,2691022,26
Plantae,6,2690404,2
Plantae,6,2690614,7
Plantae,6,2690608,79
Plantae,6,2690514,2
Plantae,6,2702527,94
Plantae,6,2730176,1
Plantae,6,3034425,94
Plantae,6,5349504,6
Plantae,6,5349620,49
Plantae,6,5349642,10
Plantae,6,5349581,101
Plantae,6,3685992,18
Plantae,6,2971186,5
Plantae,6,2781885,100
Plantae,6,2873939,49
Plantae,6,3091122,9
Plantae,6,3176197,89
Plantae,6,5418431,89
Plantae,6,3176897,51
Plantae,6,3176787,100
Plantae,6,3176649,94
Plantae,6,3176743,101
Plantae,6,3176719,90
Plantae,6,3177112,87
Plantae,6,3723584,25
Plantae,6,5416458,100
