key,nubKey,nameKey,taxonID,sourceTaxonKey,kingdom,phylum,order,family,genus,species,kingdomKey,phylumKey,classKey,orderKey,familyKey,genusKey,speciesKey,datasetKey,constituentKey,parentKey,parent,scientificName,canonicalName,vernacularName,authorship,nameType,rank,origin,taxonomicStatus,nomenclaturalStatus,remarks,publishedIn,numDescendants,lastCrawled,lastInterpreted,issues,class,basionymKey,basionym
8733688,8733688,1530268,gbif:8733688,172025790.0,Fungi,Basidiomycota,Boletales,Boletaceae,Boletus,Boletus aereus,5,34,186,1063,8789,8287374,8733688,d7dddbf4-2cf0-4f39-9b2a-bb099caae36c,7ddf754f-d193-4cc9-b351-99906754a03b,8287374,Boletus,Boletus aereus Bull.,Boletus aereus,Bronze Bolete,Bull.,SCIENTIFIC,SPECIES,SOURCE,ACCEPTED,[],,(1789). Herb. Fr. (Paris) 9: Tab. 385.,2,2023-08-22T23:20:59.545+00:00,2023-08-22T23:01:01.190+00:00,[],Agaricomycetes,,
7550396,7550396,1842734,gbif:7550396,172026221.0,Fungi,Basidiomycota,Boletales,Boletaceae,Caloboletus,Caloboletus radicans,5,34,186,1063,8789,8399317,7550396,d7dddbf4-2cf0-4f39-9b2a-bb099caae36c,7ddf754f-d193-4cc9-b351-99906754a03b,8399317,Caloboletus,Caloboletus radicans (Pers.) Vizzini,Caloboletus radicans,Rooting Bolete,(Pers.) Vizzini,SCIENTIFIC,SPECIES,SOURCE,ACCEPTED,[],,(2014). Index Fungorum 146: 1.,2,2023-08-22T23:20:59.545+00:00,2023-08-22T23:01:05.388+00:00,['ORIGINAL_NAME_DERIVED'],Agaricomycetes,8966177.0,Boletus radicans Pers.
2536054,2536054,1866313,gbif:2536054,176053627.0,Fungi,Basidiomycota,Agaricales,Lycoperdaceae,Calvatia,Calvatia cyathiformis,5,34,186,1499,3297360,9330501,2536054,d7dddbf4-2cf0-4f39-9b2a-bb099caae36c,7ddf754f-d193-4cc9-b351-99906754a03b,9330501,Calvatia,Calvatia cyathiformis (Bosc) Morgan,Calvatia cyathiformis,Purple-spored Puffball,(Bosc) Morgan,SCIENTIFIC,SPECIES,SOURCE,ACCEPTED,[],,(1890). J. Cincinnati Soc. Nat. Hist. 12(4): 168.,2,2023-08-22T23:20:59.545+00:00,2023-08-22T22:59:57.112+00:00,[],Agaricomycetes,,
2536067,2536067,19856931,gbif:2536067,172062687.0,Fungi,Basidiomycota,Agaricales,Lycoperdaceae,Calvatia,Calvatia lilacina,5,34,186,1499,3297360,9330501,2536067,d7dddbf4-2cf0-4f39-9b2a-bb099caae36c,7ddf754f-d193-4cc9-b351-99906754a03b,9330501,Calvatia,Calvatia lilacina (Mont. & Berk.) Henn.,Calvatia lilacina,,(Mont. & Berk.) Henn.,SCIENTIFIC,SPECIES,SOURCE,ACCEPTED,[],,(1904). Hedwigia 43(3): 205.,1,2023-08-22T23:20:59.545+00:00,2023-08-22T22:59:57.137+00:00,['ORIGINAL_NAME_DERIVED'],Agaricomycetes,2536068.0,Bovista lilacina Mont. & Berk.
5249504,5249504,1949980,gbif:5249504,172017107.0,Fungi,Basidiomycota,Cantharellales,Hydnaceae,Cantharellus,Cantharellus cibarius,5,34,186,1300,8460,9623860,5249504,d7dddbf4-2cf0-4f39-9b2a-bb099caae36c,7ddf754f-d193-4cc9-b351-99906754a03b,9623860,Cantharellus,Cantharellus cibarius Fr.,Cantharellus cibarius,Chanterelle,Fr.,SCIENTIFIC,SPECIES,SOURCE,ACCEPTED,[],,(1821). Syst. Mycol. (Lundae) 1: 318.,14,2023-08-22T23:20:59.545+00:00,2023-08-22T22:59:52.901+00:00,[],Agaricomycetes,,
5249564,5249564,1949727,gbif:5249564,172016764.0,Fungi,Basidiomycota,Cantharellales,Hydnaceae,Cantharellus,Cantharellus minor,5,34,186,1300,8460,9623860,5249564,d7dddbf4-2cf0-4f39-9b2a-bb099caae36c,7ddf754f-d193-4cc9-b351-99906754a03b,9623860,Cantharellus,Cantharellus minor Peck,Cantharellus minor,Small Chanterelle,Peck,SCIENTIFIC,SPECIES,SOURCE,ACCEPTED,[],,(1872). Ann. Rep. Reg. N.Y. St. Mus. 23: 122 (’1870′).,1,2023-08-22T23:20:59.545+00:00,2023-08-22T22:59:52.592+00:00,[],Agaricomycetes,,
5248035,5248035,3061866,gbif:5248035,172094923.0,Fungi,Basidiomycota,Polyporales,Polyporaceae,Cryptoporus,Cryptoporus volvatus,5,34,186,1145,3286,2549028,5248035,d7dddbf4-2cf0-4f39-9b2a-bb099caae36c,7ddf754f-d193-4cc9-b351-99906754a03b,2549028,Cryptoporus,Cryptoporus volvatus (Peck) Shear,Cryptoporus volvatus,Veiled Polypore,(Peck) Shear,SCIENTIFIC,SPECIES,SOURCE,ACCEPTED,[],,(1902). Bull. Torrey Bot. Club 29: 450.,3,2023-08-22T23:20:59.545+00:00,2023-08-22T23:01:19.134+00:00,['ORIGINAL_NAME_DERIVED'],Agaricomycetes,7499421.0,Polyporus volvatus Peck
5242740,5242740,2823313,gbif:5242740,172039579.0,Fungi,Basidiomycota,Agaricales,Psathyrellaceae,Coprinopsis,Coprinopsis atramentaria,5,34,186,1499,4184,2534316,5242740,d7dddbf4-2cf0-4f39-9b2a-bb099caae36c,7ddf754f-d193-4cc9-b351-99906754a03b,2534316,Coprinopsis,"Coprinopsis atramentaria (Bull.) Redhead, Vilgalys & Moncalvo",Coprinopsis atramentaria,Common Ink Cap,"(Bull.) Redhead, Vilgalys & Moncalvo",SCIENTIFIC,SPECIES,SOURCE,ACCEPTED,[],,"(2001). In Redhead, Vilgalys, Moncalvo, Johnson & Hopple, Taxon 50(1): 226.",10,2023-08-22T23:20:59.545+00:00,2023-08-22T23:00:48.727+00:00,['ORIGINAL_NAME_DERIVED'],Agaricomycetes,2534389.0,Agaricus atramentarius Bull.
7987658,7987658,17279933,gbif:7987658,172063031.0,Fungi,Basidiomycota,Agaricales,Agaricaceae,Coprinus,Coprinus comatus,5,34,186,1499,4170,2526779,7987658,d7dddbf4-2cf0-4f39-9b2a-bb099caae36c,7ddf754f-d193-4cc9-b351-99906754a03b,2526779,Coprinus,Coprinus comatus (O.F.Müll.) Pers.,Coprinus comatus,Shaggy Inkcap,(O.F.Müll.) Pers.,SCIENTIFIC,SPECIES,SOURCE,ACCEPTED,[],,(1797). Tent. Disp. Meth. Fung. (Lipsiae): 62.,1,2023-08-22T23:20:59.545+00:00,2023-08-22T23:00:19.506+00:00,['ORIGINAL_NAME_DERIVED'],Agaricomycetes,5243549.0,Agaricus comatus O.F.Müll.
2536689,2536689,2826540,gbif:2536689,172062879.0,Fungi,Basidiomycota,Agaricales,Agaricaceae,Coprinus,Coprinus sterquilinus,5,34,186,1499,4170,2526779,2536689,d7dddbf4-2cf0-4f39-9b2a-bb099caae36c,7ddf754f-d193-4cc9-b351-99906754a03b,2526779,Coprinus,Coprinus sterquilinus (Fr.) Fr.,Coprinus sterquilinus,Midden Inkcap,(Fr.) Fr.,SCIENTIFIC,SPECIES,SOURCE,ACCEPTED,[],,(1838). Epicr. Syst. Mycol. (Upsaliae): 242 (’1836-1838′).,1,2023-08-22T23:20:59.545+00:00,2023-08-22T23:00:19.246+00:00,['ORIGINAL_NAME_DERIVED'],Agaricomycetes,5243554.0,Agaricus sterquilinus Fr.
7567077,7567077,37567195,gbif:7567077,172143837.0,Fungi,Ascomycota,Hypocreales,Cordycipitaceae,Cordyceps,Cordyceps militaris,5,95,320,1290,8418,2560661,7567077,d7dddbf4-2cf0-4f39-9b2a-bb099caae36c,7ddf754f-d193-4cc9-b351-99906754a03b,2560661,Cordyceps,Cordyceps militaris (L.) Fr.,Cordyceps militaris,Scarlet Caterpillarclub,(L.) Fr.,SCIENTIFIC,SPECIES,SOURCE,ACCEPTED,[],,(1818). Observ. Mycol. (Havniae) 2: 317 (Cancellans).,17,2023-08-22T23:20:59.545+00:00,2023-08-22T22:56:55.757+00:00,['ORIGINAL_NAME_DERIVED'],Sordariomycetes,7934440.0,Clavaria militaris L.
2560562,2560562,17170815,gbif:2560562,172130923.0,Fungi,Ascomycota,Hypocreales,Ophiocordycipitaceae,Ophiocordyceps,Ophiocordyceps sinensis,5,95,320,1290,8421,2560546,2560562,d7dddbf4-2cf0-4f39-9b2a-bb099caae36c,7ddf754f-d193-4cc9-b351-99906754a03b,2560546,Ophiocordyceps,"Ophiocordyceps sinensis (Berk.) G.H.Sung, J.M.Sung, Hywel-Jones & Spatafora",Ophiocordyceps sinensis,Chinese Caterpillar Fungus,"(Berk.) G.H.Sung, J.M.Sung, Hywel-Jones & Spatafora",SCIENTIFIC,SPECIES,SOURCE,ACCEPTED,[],,"(2007). In Sung, Hywel-Jones, Sung, Luangsa-Ard, Shrestha & Spatafora, Stud. Mycol. 57: 46.",32,2023-08-22T23:20:59.545+00:00,2023-08-22T22:56:58.317+00:00,['ORIGINAL_NAME_DERIVED'],Sordariomycetes,2560563.0,Sphaeria sinensis Berk.
3450833,3450833,17170624,gbif:3450833,172130892.0,Fungi,Ascomycota,Hypocreales,Ophiocordycipitaceae,Ophiocordyceps,Ophiocordyceps sobolifera,5,95,320,1290,8421,2560546,3450833,d7dddbf4-2cf0-4f39-9b2a-bb099caae36c,7ddf754f-d193-4cc9-b351-99906754a03b,2560546,Ophiocordyceps,"Ophiocordyceps sobolifera (Hill ex Watson) G.H.Sung, J.M.Sung, Hywel-Jones & Spatafora",Ophiocordyceps sobolifera,,"(Hill ex Watson) G.H.Sung, J.M.Sung, Hywel-Jones & Spatafora",SCIENTIFIC,SPECIES,SOURCE,ACCEPTED,[],,"(2007). In Sung, Hywel-Jones, Sung, Luangsa-Ard, Shrestha & Spatafora, Stud. Mycol. 57: 46.",12,2023-08-22T23:20:59.545+00:00,2023-08-22T22:56:57.821+00:00,['ORIGINAL_NAME_DERIVED'],Sordariomycetes,7702449.0,Clavaria sobolifera Hill ex Watson
2607712,2607712,97186037,gbif:2607712,172241233.0,Fungi,Ascomycota,Lecanorales,Cladoniaceae,Cladonia,Cladonia stellaris,5,95,180,1048,8328,2607519,2607712,d7dddbf4-2cf0-4f39-9b2a-bb099caae36c,7ddf754f-d193-4cc9-b351-99906754a03b,2607519,Cladonia,Cladonia stellaris (Opiz) Pouzar & Vĕzda,Cladonia stellaris,Star-tipped Reindeer Lichen,(Opiz) Pouzar & Vĕzda,SCIENTIFIC,SPECIES,SOURCE,ACCEPTED,[],,(1971). Preslia 43: 196.,5,2023-08-22T23:20:59.545+00:00,2023-08-22T22:55:52.089+00:00,['ORIGINAL_NAME_DERIVED'],Lecanoromycetes,3391746.0,Cenomyce stellaris Opiz
5239766,5239766,1114757,gbif:5239766,172020956.0,Fungi,Basidiomycota,Boletales,Diplocystidiaceae,Astraeus,Astraeus hygrometricus,5,34,186,1063,4190,2525061,5239766,d7dddbf4-2cf0-4f39-9b2a-bb099caae36c,7ddf754f-d193-4cc9-b351-99906754a03b,2525061,Astraeus,Astraeus hygrometricus (Pers.) Morgan,Astraeus hygrometricus,Barometer Earthstar,(Pers.) Morgan,SCIENTIFIC,SPECIES,SOURCE,ACCEPTED,[],,(1889). J. Cincinnati Soc. Nat. Hist. 12: 20.,2,2023-08-22T23:20:59.545+00:00,2023-08-22T23:00:58.375+00:00,['ORIGINAL_NAME_DERIVED'],Agaricomycetes,2525071.0,Geastrum hygrometricum Pers.
5249271,5249271,1212658,gbif:5249271,176063664.0,Fungi,Basidiomycota,Auriculariales,Auriculariaceae,Auricularia,Auricularia auricula-judae,5,34,186,1062,8788,7984308,5249271,d7dddbf4-2cf0-4f39-9b2a-bb099caae36c,7ddf754f-d193-4cc9-b351-99906754a03b,7984308,Auricularia,Auricularia auricula-judae (Bull.) Quél.,Auricularia auricula-judae,Jelly Ear,(Bull.) Quél.,SCIENTIFIC,SPECIES,SOURCE,ACCEPTED,[],,(1886). Enchir. Fung. (Paris): 207.,12,2023-08-22T23:20:59.545+00:00,2023-08-22T22:59:41.275+00:00,['ORIGINAL_NAME_DERIVED'],Agaricomycetes,7239041.0,Tremella auricula-judae Bull.
5245860,5245860,37544248,gbif:5245860,176063708.0,Fungi,Basidiomycota,Auriculariales,Auriculariaceae,Auricularia,Auricularia delicata,5,34,186,1062,8788,7984308,5245860,d7dddbf4-2cf0-4f39-9b2a-bb099caae36c,7ddf754f-d193-4cc9-b351-99906754a03b,7984308,Auricularia,Auricularia delicata (Mont. ex Fr.) Henn.,Auricularia delicata,,(Mont. ex Fr.) Henn.,SCIENTIFIC,SPECIES,SOURCE,ACCEPTED,[],,(1893). Bot. Jb. 17: 492.,2,2023-08-22T23:20:59.545+00:00,2023-08-22T22:59:41.118+00:00,[],Agaricomycetes,,
5249290,5249290,1212973,gbif:5249290,176063652.0,Fungi,Basidiomycota,Auriculariales,Auriculariaceae,Auricularia,Auricularia fuscosuccinea,5,34,186,1062,8788,7984308,5249290,d7dddbf4-2cf0-4f39-9b2a-bb099caae36c,7ddf754f-d193-4cc9-b351-99906754a03b,7984308,Auricularia,Auricularia fuscosuccinea (Mont.) Henn.,Auricularia fuscosuccinea,,(Mont.) Henn.,SCIENTIFIC,SPECIES,SOURCE,ACCEPTED,[],,(1893). Bot. Jb. 17: 19.,0,2023-08-22T23:20:59.545+00:00,2023-08-22T22:59:41.411+00:00,['ORIGINAL_NAME_DERIVED'],Agaricomycetes,3314552.0,Exidia fuscosuccinea Mont.
5249297,5249297,1213053,gbif:5249297,172019731.0,Fungi,Basidiomycota,Auriculariales,Auriculariaceae,Auricularia,Auricularia mesenterica,5,34,186,1062,8788,7984308,5249297,d7dddbf4-2cf0-4f39-9b2a-bb099caae36c,7ddf754f-d193-4cc9-b351-99906754a03b,7984308,Auricularia,Auricularia mesenterica (Dicks.) Pers.,Auricularia mesenterica,Tripe Fungus,(Dicks.) Pers.,SCIENTIFIC,SPECIES,SOURCE,ACCEPTED,[],,(1822). Mycol. Eur. (Erlanga) 1: 97.,6,2023-08-22T23:20:59.545+00:00,2023-08-22T22:59:40.986+00:00,['ORIGINAL_NAME_DERIVED'],Agaricomycetes,2553578.0,Helvella mesenterica Dicks.
7351381,7351381,18031154,gbif:7351381,172019677.0,Fungi,Basidiomycota,Auriculariales,Auriculariaceae,Auricularia,Auricularia nigricans,5,34,186,1062,8788,7984308,7351381,d7dddbf4-2cf0-4f39-9b2a-bb099caae36c,7ddf754f-d193-4cc9-b351-99906754a03b,7984308,Auricularia,"Auricularia nigricans (Sw.) Birkebak, Looney & Sánchez-García",Auricularia nigricans,Black-eared fungus,"(Sw.) Birkebak, Looney & Sánchez-García",SCIENTIFIC,SPECIES,SOURCE,ACCEPTED,[],,"(2013). In Looney, Birkebak & Matheny, N. Amer. Fung. 8(6): 12.",9,2023-08-22T23:20:59.545+00:00,2023-08-22T22:59:41.195+00:00,['ORIGINAL_NAME_DERIVED'],Agaricomycetes,8285923.0,Peziza nigricans Sw.
9713443,9713443,41016856,gbif:9713443,172040799.0,Fungi,Basidiomycota,Agaricales,Physalacriaceae,Desarmillaria,Desarmillaria tabescens,5,34,186,1499,4182,9726177,9713443,d7dddbf4-2cf0-4f39-9b2a-bb099caae36c,7ddf754f-d193-4cc9-b351-99906754a03b,9726177,Desarmillaria,Desarmillaria tabescens (Scop.) R.A.Koch & Aime,Desarmillaria tabescens,,(Scop.) R.A.Koch & Aime,SCIENTIFIC,SPECIES,SOURCE,ACCEPTED,[],,"(2017). In Koch, Wilson, Séné, Henkel & Aime, BMC Evol. Biol. 17(no. 33): 12.",1,2023-08-22T23:20:59.545+00:00,2023-08-22T23:00:08.010+00:00,['ORIGINAL_NAME_DERIVED'],Agaricomycetes,5955323.0,Agaricus tabescens Scop.
5240269,5240269,501890,gbif:5240269,176052761.0,Fungi,Basidiomycota,Agaricales,Amanitaceae,Amanita,Amanita caesarea,5,34,186,1499,4171,6005964,5240269,d7dddbf4-2cf0-4f39-9b2a-bb099caae36c,7ddf754f-d193-4cc9-b351-99906754a03b,6005964,Amanita,Amanita caesarea (Scop.) Pers.,Amanita caesarea,Caesar's Amanita,(Scop.) Pers.,SCIENTIFIC,SPECIES,SOURCE,ACCEPTED,[],,(1801). Syn. Meth. Fung. (Göttingen) 2: 252.,1,2023-08-22T23:20:59.545+00:00,2023-08-22T23:00:40.001+00:00,['ORIGINAL_NAME_DERIVED'],Agaricomycetes,7618369.0,Agaricus caesareus Scop.
12023201,12023201,130293973,gbif:12023201,210303346.0,Fungi,Basidiomycota,Polyporales,Ganodermataceae,Sanguinoderma,Sanguinoderma rude,5,34,186,1145,3290,11706260,12023201,d7dddbf4-2cf0-4f39-9b2a-bb099caae36c,7ddf754f-d193-4cc9-b351-99906754a03b,11706260,Sanguinoderma,"Sanguinoderma rude (Berk.) Y.F.Sun, D.H.Costa & B.K.Cui",Sanguinoderma rude,,"(Berk.) Y.F.Sun, D.H.Costa & B.K.Cui",SCIENTIFIC,SPECIES,SOURCE,ACCEPTED,[],,"(2020). In Sun, Costa-Rezende, Xing, Zhou, Zhang, Gibertoni, Gates, Glen, Dai & Cui, Persoonia 44: 233.",3,2023-08-22T23:20:59.545+00:00,2023-08-22T23:01:32.959+00:00,['ORIGINAL_NAME_DERIVED'],Agaricomycetes,8960454.0,? rude Berk.
5243151,5243151,3139753,gbif:5243151,172063103.0,Fungi,Basidiomycota,Agaricales,Agaricaceae,Cyathus,Cyathus striatus,5,34,186,1499,4170,7413707,5243151,d7dddbf4-2cf0-4f39-9b2a-bb099caae36c,7ddf754f-d193-4cc9-b351-99906754a03b,7413707,Cyathus,Cyathus striatus Willd.,Cyathus striatus,Fluted Bird's Nest,Willd.,SCIENTIFIC,SPECIES,SOURCE,ACCEPTED,[],"Possible variant of Cyathus striatus Cooper, 1946",(1787). Fl. Berol. Prodr.: 399.,1,2023-08-22T23:20:59.545+00:00,2023-08-22T23:00:07.208+00:00,['ORTHOGRAPHIC_VARIANT'],Agaricomycetes,,
5387142,5387142,3286154,gbif:5387142,,Plantae,Tracheophyta,Asterales,Asteraceae,Dahlia,Dahlia pinnata,6,7707728,220,414,3065,3093023,5387142,d7dddbf4-2cf0-4f39-9b2a-bb099caae36c,7ddf754f-d193-4cc9-b351-99906754a03b,3093023,Dahlia,Dahlia ×pinnata Cav.,Dahlia pinnata,Dahlia,Cav.,SCIENTIFIC,SPECIES,SOURCE,ACCEPTED,[],,"Cav. (1791). In: Icon. 1: 57, T. 80.",0,2023-08-22T23:20:59.545+00:00,2023-08-22T23:06:32.326+00:00,[],Magnoliopsida,,
2554333,2554333,4622244,gbif:2554333,176053713.0,Fungi,Basidiomycota,Geastrales,Geastraceae,Geastrum,Geastrum saccatum,5,34,186,1064,4199,2525056,2554333,d7dddbf4-2cf0-4f39-9b2a-bb099caae36c,7ddf754f-d193-4cc9-b351-99906754a03b,2525056,Geastrum,Geastrum saccatum Fr.,Geastrum saccatum,Rounded Earthstar,Fr.,SCIENTIFIC,SPECIES,SOURCE,ACCEPTED,[],,(1829). Syst. Mycol. (Lundae) 3(1): 16.,8,2023-08-22T23:20:59.545+00:00,2023-08-22T22:59:41.598+00:00,[],Agaricomycetes,,
5249253,5249253,17248130,gbif:5249253,172075006.0,Fungi,Basidiomycota,Gloeophyllales,Gloeophyllaceae,Gloeophyllum,Gloeophyllum sepiarium,5,34,186,1065,8462,2543117,5249253,d7dddbf4-2cf0-4f39-9b2a-bb099caae36c,7ddf754f-d193-4cc9-b351-99906754a03b,2543117,Gloeophyllum,Gloeophyllum sepiarium (Wulfen) P.Karst.,Gloeophyllum sepiarium,Conifer Mazegill,(Wulfen) P.Karst.,SCIENTIFIC,SPECIES,SOURCE,ACCEPTED,[],,(1882). Bidr. Känn. Finl. Nat. Folk 37: 79.,3,2023-08-22T23:20:59.545+00:00,2023-08-22T23:00:56.173+00:00,['ORIGINAL_NAME_DERIVED'],Agaricomycetes,5955038.0,Agaricus sepiarius Wulfen
2531012,2531012,4466909,gbif:2531012,176044612.0,Fungi,Basidiomycota,Agaricales,Fistulinaceae,Fistulina,Fistulina hepatica,5,34,186,1499,8443,9072989,2531012,d7dddbf4-2cf0-4f39-9b2a-bb099caae36c,7ddf754f-d193-4cc9-b351-99906754a03b,9072989,Fistulina,Fistulina hepatica (Schaeff.) With.,Fistulina hepatica,Beefsteak Fungus,(Schaeff.) With.,SCIENTIFIC,SPECIES,SOURCE,ACCEPTED,[],,"(1801). Syst. Arr. Brit. pl., Edn 4 (London) 4: 302.",2,2023-08-22T23:20:59.545+00:00,2023-08-22T22:59:53.664+00:00,[],Agaricomycetes,,
3341441,3341441,4470532,gbif:3341441,176047335.0,Fungi,Basidiomycota,Agaricales,Physalacriaceae,Flammulina,Flammulina velutipes,5,34,186,1499,4182,2526827,3341441,d7dddbf4-2cf0-4f39-9b2a-bb099caae36c,7ddf754f-d193-4cc9-b351-99906754a03b,2526827,Flammulina,Flammulina velutipes (Curtis) Singer,Flammulina velutipes,Velvet Shank,(Curtis) Singer,SCIENTIFIC,SPECIES,SOURCE,ACCEPTED,[],,(1951). Lilloa 22: 307 (’1949′).,5,2023-08-22T23:20:59.545+00:00,2023-08-22T23:00:08.900+00:00,['ORIGINAL_NAME_DERIVED'],Agaricomycetes,3337126.0,Agaricus velutipes Curtis
2549730,2549730,4595878,gbif:2549730,176063759.0,Fungi,Basidiomycota,Polyporales,Polyporaceae,Ganoderma,Ganoderma lucidum,5,34,186,1145,3286,2519220,2549730,d7dddbf4-2cf0-4f39-9b2a-bb099caae36c,7ddf754f-d193-4cc9-b351-99906754a03b,2519220,Ganoderma,Ganoderma lucidum (Curtis) P.Karst.,Ganoderma lucidum,Lacquered Bracket,(Curtis) P.Karst.,SCIENTIFIC,SPECIES,SOURCE,ACCEPTED,[],,"(1881). Revue mycol., Toulouse 3(no. 9): 17.",21,2023-08-22T23:20:59.545+00:00,2023-08-22T23:01:24.463+00:00,['ORIGINAL_NAME_DERIVED'],Agaricomycetes,5954458.0,Boletus lucidus Curtis
2549834,2549834,4594959,gbif:2549834,172107672.0,Fungi,Basidiomycota,Polyporales,Polyporaceae,Ganoderma,Ganoderma applanatum,5,34,186,1145,3286,2519220,2549834,d7dddbf4-2cf0-4f39-9b2a-bb099caae36c,7ddf754f-d193-4cc9-b351-99906754a03b,2519220,Ganoderma,Ganoderma applanatum (Pers.) Pat.,Ganoderma applanatum,Artist's Bracket,(Pers.) Pat.,SCIENTIFIC,SPECIES,SOURCE,ACCEPTED,[],,(1887). Hyménomyc. Eur. (Paris): 143.,11,2023-08-22T23:20:59.545+00:00,2023-08-22T23:01:24.245+00:00,['ORIGINAL_NAME_DERIVED'],Agaricomycetes,5954452.0,Boletus applanatus Pers.
2549730,2549730,4595878,gbif:2549730,176063759.0,Fungi,Basidiomycota,Polyporales,Polyporaceae,Ganoderma,Ganoderma lucidum,5,34,186,1145,3286,2519220,2549730,d7dddbf4-2cf0-4f39-9b2a-bb099caae36c,7ddf754f-d193-4cc9-b351-99906754a03b,2519220,Ganoderma,Ganoderma lucidum (Curtis) P.Karst.,Ganoderma lucidum,Lacquered Bracket,(Curtis) P.Karst.,SCIENTIFIC,SPECIES,SOURCE,ACCEPTED,[],,"(1881). Revue mycol., Toulouse 3(no. 9): 17.",21,2023-08-22T23:20:59.545+00:00,2023-08-22T23:01:24.463+00:00,['ORIGINAL_NAME_DERIVED'],Agaricomycetes,5954458.0,Boletus lucidus Curtis
5423614,5423614,16432544,gbif:5423614,117174692.0,Chromista,Ochrophyta,Dictyotales,Dictyotaceae,Dictyopteris,Dictyopteris polypodioides,4,98,7073593,1180,7725,3200498,5423614,d7dddbf4-2cf0-4f39-9b2a-bb099caae36c,aacd816d-662c-49d2-ad1a-97e66e2a2908,3200498,Dictyopteris,Dictyopteris polypodioides (DC.) J.V.Lamour.,Dictyopteris polypodioides,,(DC.) J.V.Lamour.,SCIENTIFIC,SPECIES,SOURCE,ACCEPTED,[],,,0,2023-08-22T23:20:59.545+00:00,2023-08-22T22:54:41.691+00:00,[],Phaeophyceae,,
2540800,2540800,4849549,gbif:2540800,172106235.0,Fungi,Basidiomycota,Polyporales,Grifolaceae,Grifola,Grifola frondosa,5,34,186,1145,3295454,2540799,2540800,d7dddbf4-2cf0-4f39-9b2a-bb099caae36c,7ddf754f-d193-4cc9-b351-99906754a03b,2540799,Grifola,Grifola frondosa (Dicks.) Gray,Grifola frondosa,Hen Of The Woods,(Dicks.) Gray,SCIENTIFIC,SPECIES,SOURCE,ACCEPTED,[],,(1821). Nat. Arr. Brit. Pl. (London) 1: 643.,4,2023-08-22T23:20:59.545+00:00,2023-08-22T23:01:08.457+00:00,[],Agaricomycetes,,
5246840,5246840,9063268,gbif:5246840,172086848.0,Fungi,Basidiomycota,Polyporales,Polyporaceae,Polyporus,Polyporus umbellatus,5,34,186,1145,3286,11200098,5246840,d7dddbf4-2cf0-4f39-9b2a-bb099caae36c,7ddf754f-d193-4cc9-b351-99906754a03b,11200098,Polyporus,Polyporus umbellatus (Pers.) Fr.,Polyporus umbellatus,Umbrella Polypore,(Pers.) Fr.,SCIENTIFIC,SPECIES,SOURCE,ACCEPTED,[],,(1821). Syst. Mycol. (Lundae) 1: 354.,9,2023-08-22T23:20:59.545+00:00,2023-08-22T23:01:11.403+00:00,[],Agaricomycetes,,
5248532,5248532,5148873,gbif:5248532,172100146.0,Fungi,Basidiomycota,Russulales,Hericiaceae,Hericium,Hericium coralloides,5,34,186,1144,7612,5244571,5248532,d7dddbf4-2cf0-4f39-9b2a-bb099caae36c,7ddf754f-d193-4cc9-b351-99906754a03b,5244571,Hericium,Hericium coralloides (Scop.) Pers.,Hericium coralloides,Coral Tooth,(Scop.) Pers.,SCIENTIFIC,SPECIES,SOURCE,ACCEPTED,[],,(1794). Neues Mag. Bot. 1: 109.,7,2023-08-22T23:20:59.545+00:00,2023-08-22T23:01:00.135+00:00,['ORIGINAL_NAME_DERIVED'],Agaricomycetes,2550566.0,Hydnum coralloides Scop.
5248508,5248508,5148964,gbif:5248508,172100083.0,Fungi,Basidiomycota,Russulales,Hericiaceae,Hericium,Hericium erinaceus,5,34,186,1144,7612,5244571,5248508,d7dddbf4-2cf0-4f39-9b2a-bb099caae36c,7ddf754f-d193-4cc9-b351-99906754a03b,5244571,Hericium,Hericium erinaceus (Bull.) Pers.,Hericium erinaceus,Bearded Tooth,(Bull.) Pers.,SCIENTIFIC,SPECIES,SOURCE,ACCEPTED,[],,(1797). Comm. Fung. Clav. (Lipsiae): 27.,9,2023-08-22T23:20:59.545+00:00,2023-08-22T23:00:59.988+00:00,['ORIGINAL_NAME_DERIVED'],Agaricomycetes,2550535.0,Hydnum erinaceus Bull.
7525750,7525750,37556335,gbif:7525750,172085715.0,Fungi,Basidiomycota,Polyporales,Polyporaceae,Trametes,Trametes apiaria,5,34,186,1145,3286,2519084,7525750,d7dddbf4-2cf0-4f39-9b2a-bb099caae36c,7ddf754f-d193-4cc9-b351-99906754a03b,2519084,Trametes,"Trametes apiaria (Pers.) Zmitr., Wasser & Ezhov",Trametes apiaria,,"(Pers.) Zmitr., Wasser & Ezhov",SCIENTIFIC,SPECIES,SOURCE,ACCEPTED,[],,"(2012). In Zmitrovich, Ezhov & Wasser, International Journal of Medicinal Mushrooms (Redding) 14(3): 317.",2,2023-08-22T23:20:59.545+00:00,2023-08-22T23:01:13.990+00:00,[],Agaricomycetes,,
